nama_skpd,nama_urusan,nama_program,nilai_anggaran,nilai_spj
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Batu Ampar 12,274999890,0
Dinas Pendidikan,Pendidikan,Penyelenggaraan Pendidikan Anak Usia Dini,5637995273,0
Dinas Pendidikan,Pendidikan,Penyediaan Biaya Operasional TKN dan SLBN,5338311840,0
Dinas Pendidikan,Pendidikan,Pembinaan Penyelenggaraan Pendidikan Inklusi,649973155,0
Dinas Pendidikan,Pendidikan,Penyelenggaraan Ujian Nasional dan Ujian Sekolah,10689835251,0
Dinas Pendidikan,Pendidikan,Pembinaan dan Pengembangan Prestasi Peserta Didik,3499549113,0
Dinas Pendidikan,Pendidikan,Pembinaan Kompetensi Guru,995424376,0
Dinas Pendidikan,Pendidikan,Bimtek Penguatan Implementasi Kurikulum 2013 MGMP,998248500,0
Dinas Pendidikan,Pendidikan,Penyelenggaraan dan Partisipasi Lomba Pendidikan,498833500,0
Dinas Pendidikan,Pendidikan,Penyelenggaraan dan Partisipasi Olimpiade,499999952,0
Dinas Pendidikan,Pendidikan,Penyelenggaraan dan Partisipasi Event Pendidikan,2499641144,0
Dinas Pendidikan,Pendidikan,Seleksi dan Pemusatan Latihan Olimpiade,3499998553,0
Dinas Pendidikan,Pendidikan,"Pengadaan Buku Kurikulum 2013 Peserta Didik dan Guru SMA, SMK Negeri dan Swasta",12428877500,0
Dinas Pendidikan,Pendidikan,Lomba Debat Bahasa Indonesia dan Bahasa Asing Siswa SMK,1599999488,0
Dinas Pendidikan,Pendidikan,Pengadaan raport siswa SD,1500000000,0
Dinas Pendidikan,Pendidikan,Pengadaan raport siswa SMP,600000000,0
Dinas Pendidikan,Pendidikan,Pelaksanaan akreditasi sekolah/madrasah secara online,2243780470,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Rawabadak Selatan 11/12,11199001596,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Cakung Barat 14,6193443718,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Karet Tengsing 13,6953969391,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Balimester 04,5531670541,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Tebet Barat 08,3924168360,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Kalibata 07,4061723247,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Jagakarsa 06,4142176830,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Cilangkap 01,5821343965,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Cijantung 05,12011391271,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Pondok Bambu 14,9030134891,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Pasar Baru 07/09/10,753999801,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Kalisari 01,749907081,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Duri Kepa 01/10,15005627294,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Rawajati 06,9632947239,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Lagoa 07/08,8591805454,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Kramat Jati 27,12030733020,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Baru 02,10139495657,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Petukangan Selatan 04/05,15441894040,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Tegal Alur 06/21,6456083465,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Tegal Alur 07,8473287376,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Sukabumi Utara 07,9463110433,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Balimester 06,9849992596,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Pejagalan 09/10,8749990824,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Petukangan Selatan 03/07,11134988290,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Pondok Kelapa 05,11134999921,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Rawabadak Selatan 07/08,8849995817,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Rawabadak Selatan 09/10,8818126557,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Serdang 07/09/11/12,13249899936,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN SDN Sumur Batu 03,7749999339,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Penjaringan 09/10,9030125000,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SDN Petukangan Utara 01/04,9850118597,0
Dinas Pendidikan,Pendidikan,Penyelesaian Sarana Penunjang SMKN Terpadu Bambu Apus,23528292798,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMPN 125,14699131374,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SMPN 241,1599999998,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMPN 252,18035432486,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMPN 108,16308852026,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SMP 151,15536148979,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SMP 235,1496418118,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SMP 102,16499987061,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SMP 282,16199998945,0
Dinas Pendidikan,Pendidikan,Penyelesaian rehabilitasi total gedung SMP 197,13495551045,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMPN 238,9413457424,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMPN 164,16928906564,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMPN 171,3597770369,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMPN 73,15201669133,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMPN 112,10269447451,0
Dinas Pendidikan,Pendidikan,Penyelesaian Pembangunan Asrama SMK Negeri 61 Kepulauan Seribu,15142679885,0
Dinas Pendidikan,Pendidikan,Penyelesaian Pembangunan Sekolah Terpadu Rusun Marunda,10732099541,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMAN 27,1039988230,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMAN 55,18682057939,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMKN 2,20224671021,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMPN 143,749999874,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung Kantor Puslatdikjur Jakarta Timur,24822331553,0
Dinas Pendidikan,Pendidikan,Pemeliharaan Sarana dan Prasarana Pendidikan,749843512,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Pembangunan SMK Teknologi/Pariwisata Jakarta Timur,449996140,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Pembangunan SMK Kesehatan Jakarta Selatan,449996140,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Pembangunan SMK Multimedia Jakarta Selatan,449996140,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Pembangunan SMK Seni Kriya Jakarta Selatan,449996140,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Pembangunan SLBN 3 Jakarta Pusat,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Pembangunan SMK Kesehatan Jakarta Timur,449996140,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Pembangunan SLBN Rusun Marunda,274999890,0
Dinas Pendidikan,Pendidikan,"Pembuatan DED Pembangunan PAUD, TK dan PKBM Jakarta Barat",274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Pembangunan PKBM Jakarta Utara,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMAN 37,374999240,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMKN 33 (relokasi),374999240,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMK Kesenian (relokasi),374999240,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 219,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 246,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 24,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 32,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 213,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 202,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 192,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 204,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 126,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 49 (BLOK II),324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 62,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 159,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 231,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 31,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 51,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 22,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 268,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Rawamangun 07,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 192,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Tegal Alur 01/19,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SMPN 93,324999840,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Pinangsia 06,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Susukan 08,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Kebon Kosong 05,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Balekambang 03,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Pejaten Barat 05,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Cipinang 01,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Pegangsaan Dua 07,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Cipinang Besar Selatan 18,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Sukabumi Selatan 06,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Pondok Rangon 03,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Duren Sawit 13,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Lubang Buaya 13/14,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Sukabumi Utara 04,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Dukuh 05,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Pulogadung 07,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Lubang Buaya 05,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Cipayung 04,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Gedong 12/13,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Klender 22,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Bendungan Hilir 05/06/07,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN Ulujami 02/03,274999890,0
Dinas Pendidikan,Pendidikan,Pembuatan DED Rehabilitasi Total Gedung SDN SMPN 183 (Relokasi),349998990,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Kebon Kosong 02/04,3499988767,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMPN 186,4974795536,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SMPN 263,5302738829,0
Dinas Pendidikan,Pendidikan,Penyelesaian Rehabilitasi Total Gedung SDN Cakung Barat 05,6053943449,0
Dinas Pendidikan,Pendidikan,Penyediaan Jasa TALI dan IPAL (12 Bulan),8899992420,0
Dinas Pendidikan,Pendidikan,Penyediaan Gaji dan Tunjangan Pegawai Tidak Tetap (PTT),626340000,0
Dinas Pendidikan,Pendidikan,Penyediaan Biaya Operasional Dewan Pendidikan,999999623,0
Dinas Pendidikan,Pendidikan,Pendistribusian dan Penghapusan Blanko Ijazah dan SKHUN,536543940,0
Dinas Pendidikan,Pendidikan,Penyelenggaraan Operasional Kantor Dinas Pendidikan,13561662063,0
Pusat Pengembangan Manajemen Sekolah,Pendidikan,Pembinaan Kompetensi Guru,3900248900,0
Pusat Pengembangan Manajemen Sekolah,Pendidikan,Pengembangan Wawasan dan Pembinaan Pegawai,2432105950,0
Pusat Pengembangan Manajemen Sekolah,Pendidikan,Pembangunan Ruang Auditorium,742236677,0
Pusat Pengembangan Manajemen Sekolah,Pendidikan,Penyediaan dan pemeliharaan Taman Kantor,65136800,0
Pusat Pengembangan Manajemen Sekolah,Pendidikan,Pembuatan canopy parkir kantor,99379004,0
Pusat Pengembangan Manajemen Sekolah,Pendidikan,Pengadaan Meubelair Pelatihan,189805000,0
Pusat Pengembangan Manajemen Sekolah,Pendidikan,Pengadaan peralatan dan perlengkapan ruang auditorium (BARU),491184650,0
Pusat Pengembangan Manajemen Sekolah,Pendidikan,Peningkatan sarana pelatihan,191568000,0
Pusat Pengembangan Manajemen Sekolah,Pendidikan,Pengendalian Administrasi Kantor,692007314,0
Pusat Pengembangan Manajemen Sekolah,Pendidikan,Penyelenggaraan Operasional Kantor Pusat Pelatihan Guru dan Tenaga Kependidikan (PPGTK),1450411005,0
Pusat Pengembangan Manajemen Sekolah,Pendidikan,Penyediaan Jasa TALI dan IPAL (12 Bulan),283877352,0
Pusat Pengembangan Manajemen Sekolah,Pendidikan,Pengadaan Printer,18348000,0
Planetarium dan Observatorium,Pendidikan,Pembinaan Kompetensi Guru,442175400,0
Planetarium dan Observatorium,Pendidikan,Penyelenggaraan dan Partisipasi Event Pendidikan,700120100,0
Planetarium dan Observatorium,Pendidikan,Pemeliharaan Taman Kantor,129900584,0
Planetarium dan Observatorium,Pendidikan,Perawatan Hydrant dan Pompa Air,49723740,0
Planetarium dan Observatorium,Pendidikan,Pengadaan Umbul-umbul dan Atribut Lain Perayaan Hari Kemerdekaan,19943000,0
Planetarium dan Observatorium,Pendidikan,Perawatan Alat Pendukung Instrumen Observasi,7093451,0
Planetarium dan Observatorium,Pendidikan,Perawatan Lift,99399300,0
Planetarium dan Observatorium,Pendidikan,Perawatan Mobil Teropong,29965820,0
Planetarium dan Observatorium,Pendidikan,Pemeliharaan Ruang Exibition Hall dan Fitting Out,183360823,0
Planetarium dan Observatorium,Pendidikan,Pemeliharaan Ringan Gedung Kantor,499944037,0
Planetarium dan Observatorium,Pendidikan,Pemeliharaan dan Perawatan Peralatan Teknis,649940331,0
Planetarium dan Observatorium,Pendidikan,Penataan Peralatan Ruang Bengkel,149485690,0
Planetarium dan Observatorium,Pendidikan,Pengadaan Sarana Penunjang Pendidikan,1434950061,0
Planetarium dan Observatorium,Pendidikan,Pengendalian Administrasi UPT. Planetarium dan Observatorium,1321991305,0
Planetarium dan Observatorium,Pendidikan,Penyelenggaraan Operasional Kantor Planetarium dam Observatorium,1634999903,0
Planetarium dan Observatorium,Pendidikan,Penyediaan Jasa TALI dan IPAL (12 Bulan),918768000,0
Planetarium dan Observatorium,Pendidikan,Peningkatan Sumber Daya Pegawai Planetarium,99085000,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pembinaan dan Pengembangan Prestasi Peserta Didik,2347337265,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pembinaan Kompetensi Guru,3099040702,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Lembaga Sertifikasi Profesi,221099840,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pelimpahan Kewenangan,1344240530,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pemeliharaan Ruang Gudang dan pantry,199997401,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pemeliharaan WC Aula SKB,99289097,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pemeliharaan Gudang dan Ruang lab Elektronika,148893297,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pemeliharaan ruang bengkel service,198960105,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pemeliharaan Ruang SKB,197246448,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pemeliharaan atap genteng,141547396,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pemeliharaan Ruang Praktek Program Keahlian Teknik Listrik,99815038,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pemeliharaan Instalasi Listrik Kantor,74884755,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pemeliharaan peralatan praktik 7 Program keahlian,65486180,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pengecatan gedung kantor Puslatdikjur Jakarta Pusat,190218850,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pengadaan Sarana Penunjang Pendidikan,1023196350,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Perencanaan dan Pembangunan Prasarana Pendidikan,1856861148,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Penyelenggaraan Operasional Kantor Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Pusat,1572593434,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pembinaan Pegawai dan kerohanian,49661500,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Pemeliharaan Musolla,144440526,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakpus,Pendidikan,Penyediaan Jasa TALI dan IPAL (12 Bulan),438970435,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakbar,Pendidikan,Pembinaan dan Pengembangan Prestasi Peserta Didik,2007026778,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakbar,Pendidikan,Pembinaan Kompetensi Guru,4752249600,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakbar,Pendidikan,Pelimpahan Kewenangan,2788191700,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakbar,Pendidikan,Perencanaan dan Pembangunan Prasarana Pendidikan,799999585,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakbar,Pendidikan,Pemeliharaan Meubelair dan Alat Pelengkapan Kantor,199993020,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakbar,Pendidikan,"Pemeliharaan dan Perbaikan (Ruang Gedung Pelatihan Guru, bengkel praktik Otomotif, CNC , Kendaraan praktik, Pagar , Perawatan Mesin CNC dan peningkatan jaringan internet)",2484285956,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakbar,Pendidikan,Pengadaan Sarana Penunjang Pendidikan,1049985214,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakbar,Pendidikan,Koordinasi dengan instansi terkait dalam peningkatan kemitraan,149998500,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakbar,Pendidikan,Penyelenggaraan Operasional Kantor Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Barat,949984647,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakbar,Pendidikan,Penyediaan Jasa TALI dan IPAL (12 Bulan),371987372,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakbar,Pendidikan,Pembinaan Pegawai Puslatdikjur Jakbar,49998000,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jaksel,Pendidikan,Pembinaan dan Pengembangan Prestasi Peserta Didik,2861428469,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jaksel,Pendidikan,Pembinaan Kompetensi Guru,6542623914,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jaksel,Pendidikan,Pelimpahan Kewenangan,2381243698,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jaksel,Pendidikan,Pembangunan Pagar Pembatas Kantor Puslatdikjur Jakarta Selatan,199998971,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jaksel,Pendidikan,Pemeliharaan Jaringan Internet Kantor Puslatdikjur Jakarta Selatan,124949000,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jaksel,Pendidikan,"Pemeliharaan Meubelair, CCTV, Mesin Absensi, Mesin Hitung, Instalasi Listrik, Genset",149995384,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jaksel,Pendidikan,Pemeliharaan Peralatan Lab. Praktek Puslatdikjur Jakarta Selatan,99961895,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jaksel,Pendidikan,Pengadaan Sarana Penunjang Pendidikan,779994573,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jaksel,Pendidikan,Penyelenggaraan Operasional Kantor Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Selatan,1383360842,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jaksel,Pendidikan,Penyediaan Jasa TALI dan IPAL (12 Bulan),203633540,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pembinaan dan Pengembangan Prestasi Peserta Didik,1678989024,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pembinaan Kompetensi Guru,4319218880,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pelimpahan Kewenangan,2325388200,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pembinaan Kelembagaan Penunjang Mutu Pendidikan,598685100,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Rehab aula Serbaguna Puslatdikjur Jakarta Utara,999584349,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Rehab selasar beton ruang teknik mesin,184996393,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,rehab atap plafon ruang praktik,299905119,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pemeliharaan WC Kantor,16870910,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pemeliharaan peralatan teknik otomotif,29710820,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pemeliharaan peralatan Teknik Las,39275540,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pemeliharaan peralatan teknik Mesin,28764000,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pemeliharaan peralatan Teknologi Informasi,29939500,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pemeliharaan peralatan teknik Listrik,29122276,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pemeliharaan peralatan Teknik Bangunan,28000000,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pemeliharaan instalasi Listrik Kantor,194953278,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pemeliharaan Website,24090000,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pengadaan Sarana Penunjang Pendidikan,322511200,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pemeliharaan Taman,49843052,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pemeliharaan Saluran air Kantor,47533171,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Koordinasi Kegiatan Puslatdikjur Jakarta Utara,94260000,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Penyelenggaraan Operasional Kantor Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Utara,651760000,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Penyediaan Jasa TALI dan IPAL (12 Bulan),361263408,0
Pusat Pengembangan Kompetensi Guru dan Kejuruan - Jakut & Kep.Seribu,Pendidikan,Pengembangan Wawasan dan Pembinaan Pegawai,209115000,0
